,0
1,5564.838722649878
2,7941.991269841248
3,4225.229836309489
4,6689.010151221276
5,9281.60015618154
6,15128.09428007826
7,13317.328501016507
8,17121.290896771112
9,18729.542560501024
10,5637.799338624319
11,18956.342165845715
12,9073.350038366398
13,16974.697156038892
14,5349.401264880897
15,6784.719047618989
16,12580.347094349585
17,11588.206721801918
18,15965.419460833182
19,8952.107217261944
20,12914.877235665343
21,8581.202864464496
22,8642.040735752622
23,19490.127752130902
24,6730.404210401711
25,22718.507676232148
26,23483.139618261128
27,18572.97303943066
28,23090.137668251267
29,11327.392581191763
30,7741.257936507942
31,7504.196349973021
32,17641.530300762428
33,7673.932390638584
34,9696.49891009713
35,12663.740770664039
36,8478.23285896952
37,14695.20925498474
38,14945.921992963253
39,11514.919932533621
40,9927.15271444676
41,9138.229576416985
42,7855.684224950669
43,23276.610156867777
44,9174.56417126128
45,19191.26688861987
46,17715.822642709136
47,8191.270026591243
48,11970.65548755783
49,11501.285443465422
50,17000.664384773227
51,8507.597222222184
52,11095.76887589469
53,9650.36585504541
54,14638.748946969794
55,17598.673149548824
56,19504.327453799513
57,18916.649183999598
58,10011.188573189009
59,8419.85567606363
60,18675.66570471125
61,8506.060689587044
62,5941.4125877855295
63,8180.472658930563
64,6332.678511151386
65,8535.98301400868
66,10507.17711165017
67,18113.24743078976
68,6946.749999999991
69,9129.631781956019
70,9701.134041598254
71,8050.003434456021
72,9458.484938695845
73,8315.058022211733
74,11665.632670512201
75,10304.794267068759
76,8266.72812881465
