,0
1,5381.07300925847
2,9344.888095238093
3,5792.971428571437
4,5995.4746827490135
5,8932.989675924999
6,16165.456114215594
7,13872.125636783436
8,17161.170867031033
9,19005.297746893317
10,6226.600629227254
11,19330.79353924579
12,8705.238980868102
13,16465.82117166558
14,6407.373102061965
15,8253.759945511512
16,12789.99532345975
17,12461.782791605383
18,15453.311640903034
19,12750.414707416234
20,12677.692857142783
21,7075.832084220257
22,8358.037783777234
23,17242.795999374404
24,7135.235317460296
25,22838.82181530861
26,23775.199876257397
27,17766.181197290513
28,22541.57620241769
29,11119.259046128816
30,7784.500000000022
31,6996.819589689884
32,18073.210529143467
33,6986.685834357043
34,9743.08697904061
35,12464.512464655245
36,8406.138803524173
37,14515.990914561178
38,14627.830711600289
39,11564.30546482577
40,9500.882302189535
41,9093.408734774348
42,7831.496927239972
43,22758.203355257552
44,8948.919995668639
45,18887.538627107304
46,17778.292057620904
47,8474.964000031176
48,11455.813955717904
49,11454.926973201547
50,16817.617654301084
51,7760.666666666637
52,11581.079455318873
53,9922.305453351075
54,15237.401575365675
55,17144.946298026895
56,19185.223783962156
57,18560.57619571847
58,10024.624602135105
59,8656.139185722957
60,19196.642362150433
61,8431.495903118175
62,5978.7312116889
63,7633.641666666619
64,6253.273173938915
65,8635.66845227233
66,10194.812279649968
67,18077.39290274369
68,7045.8749999999845
69,8875.792777908126
70,9404.209153933296
71,7733.780989494616
72,9355.667658025206
73,8602.331722825766
74,11576.145261864864
75,10229.229916264227
76,8456.074289172346
