,link_id,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,actual_tt
0,1,1,2,25900,6,6,0.15,4,0,0,1,2.0006393409584824
1,2,1,3,23403,4,4,0.15,4,0,0,1,1.3359858705530006
2,3,2,1,25900,6,6,0.15,4,0,0,1,2.000212482687114
3,4,2,6,4958,5,5,0.15,4,0,0,1,2.494916465540805
4,5,3,1,23403,4,4,0.15,4,0,0,1,1.3382813970894532
5,6,3,4,17111,4,4,0.15,4,0,0,1,1.455531677239815
6,7,3,12,23403,4,4,0.15,4,0,0,1,1.3543040038089968
7,8,4,3,17111,4,4,0.15,4,0,0,1,1.5338149035148487
8,9,4,5,17783,2,2,0.15,4,0,0,1,0.7897186359055668
9,10,4,11,4909,6,6,0.15,4,0,0,1,2.5219003446740733
10,11,5,4,17783,2,2,0.15,4,0,0,1,0.7957880121440895
11,12,5,6,4948,4,4,0.15,4,0,0,1,3.594756801342733
12,13,5,9,10000,5,5,0.15,4,0,0,1,3.742288106039373
13,14,6,2,4958,5,5,0.15,4,0,0,1,2.0054598184995034
14,15,6,5,4948,4,4,0.15,4,0,0,1,2.0403647395212685
15,16,6,8,4899,2,2,0.15,4,0,0,1,5.015179302392588
16,17,7,8,7842,3,3,0.15,4,0,0,1,1.7152351393158551
17,18,7,18,23403,2,2,0.15,4,0,0,1,0.6883255071449463
18,19,8,6,4899,2,2,0.15,4,0,0,1,11.781657616073872
19,20,8,7,7842,3,3,0.15,4,0,0,1,2.103430632507804
20,21,8,9,5050,10,10,0.15,4,0,0,1,7.501999985336941
21,22,8,16,5046,5,5,0.15,4,0,0,1,3.8175470582463813
22,23,9,5,10000,5,5,0.15,4,0,0,1,5.274103637846493
23,24,9,8,5050,10,10,0.15,4,0,0,1,4.910832295644224
24,25,9,10,13916,3,3,0.15,4,0,0,1,2.0654983454118243
25,26,10,9,13916,3,3,0.15,4,0,0,1,2.2163490479257977
26,27,10,11,10000,5,5,0.15,4,0,0,1,4.641521116336384
27,28,10,15,13512,6,6,0.15,4,0,0,1,4.558284252751944
28,29,10,16,4855,4,4,0.15,4,0,0,1,7.259759365549632
29,30,10,17,4994,8,8,0.15,4,0,0,1,4.976134896889624
30,31,11,4,4909,6,6,0.15,4,0,0,1,3.6381960795990387
31,32,11,10,10000,5,5,0.15,4,0,0,1,4.088169762028771
32,33,11,12,4909,6,6,0.15,4,0,0,1,3.791517277328004
33,34,11,14,4877,4,4,0.15,4,0,0,1,4.458540310424134
34,35,12,3,23403,4,4,0.15,4,0,0,1,1.3504804819744227
35,36,12,11,4909,6,6,0.15,4,0,0,1,4.669134681696272
36,37,12,13,25900,3,3,0.15,4,0,0,1,1.0155451637572934
37,38,13,12,25900,3,3,0.15,4,0,0,1,1.0166334772144352
38,39,13,24,5091,4,4,0.15,4,0,0,1,6.567665721183651
39,40,14,11,4877,4,4,0.15,4,0,0,1,4.766681014692332
40,41,14,15,5128,5,5,0.15,4,0,0,1,4.187802241050533
41,42,14,23,4925,4,4,0.15,4,0,0,1,2.6279498024645322
42,43,15,10,13512,6,6,0.15,4,0,0,1,4.64193203098994
43,44,15,14,5128,5,5,0.15,4,0,0,1,4.228139259223133
44,45,15,19,14565,3,3,0.15,4,0,0,1,1.4521305820634836
45,46,15,22,9599,3,3,0.15,4,0,0,1,2.7403339308356998
46,47,16,8,5046,5,5,0.15,4,0,0,1,3.4026917463974184
47,48,16,10,4855,4,4,0.15,4,0,0,1,8.725041074191891
48,49,16,17,5230,2,2,0.15,4,0,0,1,3.0053895919407325
49,50,16,18,19680,3,3,0.15,4,0,0,1,1.0835323036080067
50,51,17,10,4994,8,8,0.15,4,0,0,1,6.03560857510323
51,52,17,16,5230,2,2,0.15,4,0,0,1,2.6925892791266297
52,53,17,19,4824,2,2,0.15,4,0,0,1,2.2682366337711577
53,54,18,7,23403,2,2,0.15,4,0,0,1,0.6819750638085876
54,55,18,16,19680,3,3,0.15,4,0,0,1,1.0959203123897554
55,56,18,20,23403,4,4,0.15,4,0,0,1,1.4298201067660279
56,57,19,15,14565,3,3,0.15,4,0,0,1,1.4268017016633372
57,58,19,17,4824,2,2,0.15,4,0,0,1,2.5215362140778126
58,59,19,20,5003,4,4,0.15,4,0,0,1,2.9377847593764046
59,60,20,18,23403,4,4,0.15,4,0,0,1,1.4144384458128658
60,61,20,19,5003,4,4,0.15,4,0,0,1,3.0045081872525143
61,62,20,21,5060,6,6,0.15,4,0,0,1,2.570266730393744
62,63,20,22,5076,5,5,0.15,4,0,0,1,3.3530921061171055
63,64,21,20,5060,6,6,0.15,4,0,0,1,2.7359849794509614
64,65,21,22,5230,2,2,0.15,4,0,0,1,1.376256547118506
65,66,21,24,4885,3,3,0.15,4,0,0,1,4.210533444901403
66,67,22,15,9599,3,3,0.15,4,0,0,1,2.901833842313666
67,68,22,20,5076,5,5,0.15,4,0,0,1,2.5436275737780694
68,69,22,21,5230,2,2,0.15,4,0,0,1,1.5952187995135105
69,70,22,23,5000,4,4,0.15,4,0,0,1,4.16759536938897
70,71,23,14,4925,4,4,0.15,4,0,0,1,2.760876728287309
71,72,23,22,5000,4,4,0.15,4,0,0,1,3.8944908234779945
72,73,23,24,5079,2,2,0.15,4,0,0,1,1.3850368280208194
73,74,24,13,5091,4,4,0.15,4,0,0,1,6.847130630788071
74,75,24,21,4885,3,3,0.15,4,0,0,1,3.970231429559641
75,76,24,23,5079,2,2,0.15,4,0,0,1,1.368480248882502
