,link_id,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,actual_tt
0,1,1,2,25900,6,6,0.15,4,0,0,1,2.0005589818882523
1,2,1,3,23403,4,4,0.15,4,0,0,1,1.3384177400704032
2,3,2,1,25900,6,6,0.15,4,0,0,1,2.000750806017138
3,4,2,6,4958,5,5,0.15,4,0,0,1,2.201241134878587
4,5,3,1,23403,4,4,0.15,4,0,0,1,1.3375788562887168
5,6,3,4,17111,4,4,0.15,4,0,0,1,1.492656996108763
6,7,3,12,23403,4,4,0.15,4,0,0,1,1.358023039364307
7,8,4,3,17111,4,4,0.15,4,0,0,1,1.535689336202519
8,9,4,5,17783,2,2,0.15,4,0,0,1,0.7971270341616752
9,10,4,11,4909,6,6,0.15,4,0,0,1,2.776520939172622
10,11,5,4,17783,2,2,0.15,4,0,0,1,0.806296627339025
11,12,5,6,4948,4,4,0.15,4,0,0,1,3.2495032793780516
12,13,5,9,10000,5,5,0.15,4,0,0,1,3.504362312450633
13,14,6,2,4958,5,5,0.15,4,0,0,1,2.3639896410202756
14,15,6,5,4948,4,4,0.15,4,0,0,1,2.8818595635858735
15,16,6,8,4899,2,2,0.15,4,0,0,1,5.312373336004315
16,17,7,8,7842,3,3,0.15,4,0,0,1,1.9565432605894195
17,18,7,18,23403,2,2,0.15,4,0,0,1,0.6856774547738941
18,19,8,6,4899,2,2,0.15,4,0,0,1,6.255132306696877
19,20,8,7,7842,3,3,0.15,4,0,0,1,2.0245774914333845
20,21,8,9,5050,10,10,0.15,4,0,0,1,5.260479096398761
21,22,8,16,5046,5,5,0.15,4,0,0,1,3.5484444825666976
22,23,9,5,10000,5,5,0.15,4,0,0,1,3.876557237843749
23,24,9,8,5050,10,10,0.15,4,0,0,1,5.32601393980837
24,25,9,10,13916,3,3,0.15,4,0,0,1,2.0882492178319643
25,26,10,9,13916,3,3,0.15,4,0,0,1,2.27799832780999
26,27,10,11,10000,5,5,0.15,4,0,0,1,4.157337627857782
27,28,10,15,13512,6,6,0.15,4,0,0,1,4.323698782220805
28,29,10,16,4855,4,4,0.15,4,0,0,1,6.836041124941548
29,30,10,17,4994,8,8,0.15,4,0,0,1,5.028170914848084
30,31,11,4,4909,6,6,0.15,4,0,0,1,3.238088900290662
31,32,11,10,10000,5,5,0.15,4,0,0,1,4.3340242396723845
32,33,11,12,4909,6,6,0.15,4,0,0,1,3.2309317862226155
33,34,11,14,4877,4,4,0.15,4,0,0,1,4.5190363868866585
34,35,12,3,23403,4,4,0.15,4,0,0,1,1.3494266312189436
35,36,12,11,4909,6,6,0.15,4,0,0,1,4.57949894032126
36,37,12,13,25900,3,3,0.15,4,0,0,1,1.0148005874583104
37,38,13,12,25900,3,3,0.15,4,0,0,1,1.0152620160202621
38,39,13,24,5091,4,4,0.15,4,0,0,1,6.658041702365328
39,40,14,11,4877,4,4,0.15,4,0,0,1,4.213878739872853
40,41,14,15,5128,5,5,0.15,4,0,0,1,4.138702673318499
41,42,14,23,4925,4,4,0.15,4,0,0,1,2.6120790258657625
42,43,15,10,13512,6,6,0.15,4,0,0,1,4.414318728805833
43,44,15,14,5128,5,5,0.15,4,0,0,1,3.98529129421129
44,45,15,19,14565,3,3,0.15,4,0,0,1,1.4241805640961702
45,46,15,22,9599,3,3,0.15,4,0,0,1,2.765011087914391
46,47,16,8,5046,5,5,0.15,4,0,0,1,3.655976696420465
47,48,16,10,4855,4,4,0.15,4,0,0,1,7.533121726552924
48,49,16,17,5230,2,2,0.15,4,0,0,1,2.967910002864462
49,50,16,18,19680,3,3,0.15,4,0,0,1,1.0799924099822842
50,51,17,10,4994,8,8,0.15,4,0,0,1,4.999383159741821
51,52,17,16,5230,2,2,0.15,4,0,0,1,3.0709708353638225
52,53,17,19,4824,2,2,0.15,4,0,0,1,2.4565353658903306
53,54,18,7,23403,2,2,0.15,4,0,0,1,0.6846370575142086
54,55,18,16,19680,3,3,0.15,4,0,0,1,1.0864043085760886
55,56,18,20,23403,4,4,0.15,4,0,0,1,1.4236590347143028
56,57,19,15,14565,3,3,0.15,4,0,0,1,1.3955625069348234
57,58,19,17,4824,2,2,0.15,4,0,0,1,2.531513969501425
58,59,19,20,5003,4,4,0.15,4,0,0,1,3.1256094115063657
59,60,20,18,23403,4,4,0.15,4,0,0,1,1.4238742654041217
60,61,20,19,5003,4,4,0.15,4,0,0,1,2.9466756213135463
61,62,20,21,5060,6,6,0.15,4,0,0,1,2.58472990246709
62,63,20,22,5076,5,5,0.15,4,0,0,1,2.9454019068381014
63,64,21,20,5060,6,6,0.15,4,0,0,1,2.6997594823967526
64,65,21,22,5230,2,2,0.15,4,0,0,1,1.4099888353239385
65,66,21,24,4885,3,3,0.15,4,0,0,1,3.8454431974845042
66,67,22,15,9599,3,3,0.15,4,0,0,1,2.886820045466364
67,68,22,20,5076,5,5,0.15,4,0,0,1,2.594763501527122
68,69,22,21,5230,2,2,0.15,4,0,0,1,1.4961771166834357
69,70,22,23,5000,4,4,0.15,4,0,0,1,3.8362079635025643
70,71,23,14,4925,4,4,0.15,4,0,0,1,2.5494424196656023
71,72,23,22,5000,4,4,0.15,4,0,0,1,3.784930563904937
72,73,23,24,5079,2,2,0.15,4,0,0,1,1.4895758176826854
73,74,24,13,5091,4,4,0.15,4,0,0,1,6.679881440397184
74,75,24,21,4885,3,3,0.15,4,0,0,1,3.8840630282668984
75,76,24,23,5079,2,2,0.15,4,0,0,1,1.4350223492869205
