,link_id,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,actual_tt
0,1,1,2,25900,6,6,0.15,4,0,0,1,6.00272590676061
1,2,1,3,23403,4,4,0.15,4,0,0,1,4.01271612718911
2,3,2,1,25900,6,6,0.15,4,0,0,1,6.00175686434028
3,4,2,6,4958,5,5,0.15,4,0,0,1,7.1344738902237
4,5,3,1,23403,4,4,0.15,4,0,0,1,4.0167161677718
5,6,3,4,17111,4,4,0.15,4,0,0,1,4.35211534406412
6,7,3,12,23403,4,4,0.15,4,0,0,1,4.02846937657563
7,8,4,3,17111,4,4,0.15,4,0,0,1,4.30274231106679
8,9,4,5,17783,2,2,0.15,4,0,0,1,2.3298299179739
9,10,4,11,4909,6,6,0.15,4,0,0,1,7.96304647086293
10,11,5,4,17783,2,2,0.15,4,0,0,1,2.37871332486965
11,12,5,6,4948,4,4,0.15,4,0,0,1,8.24820867275296
12,13,5,9,10000,5,5,0.15,4,0,0,1,9.76327460230285
13,14,6,2,4958,5,5,0.15,4,0,0,1,6.41211103038484
14,15,6,5,4948,4,4,0.15,4,0,0,1,9.10768610855402
15,16,6,8,4899,2,2,0.15,4,0,0,1,17.0030051325469
16,17,7,8,7842,3,3,0.15,4,0,0,1,5.79352098944633
17,18,7,18,23403,2,2,0.15,4,0,0,1,2.06311578608642
18,19,8,6,4899,2,2,0.15,4,0,0,1,15.8778613162201
19,20,8,7,7842,3,3,0.15,4,0,0,1,6.13986348396957
20,21,8,9,5050,10,10,0.15,4,0,0,1,15.133073794212
21,22,8,16,5046,5,5,0.15,4,0,0,1,10.7035870284727
22,23,9,5,10000,5,5,0.15,4,0,0,1,10.0826555583994
23,24,9,8,5050,10,10,0.15,4,0,0,1,15.4887862500129
24,25,9,10,13916,3,3,0.15,4,0,0,1,5.86954064275665
25,26,10,9,13916,3,3,0.15,4,0,0,1,6.1245263130043
26,27,10,11,10000,5,5,0.15,4,0,0,1,12.0045602369126
27,28,10,15,13512,6,6,0.15,4,0,0,1,12.7740899463314
28,29,10,16,4855,4,4,0.15,4,0,0,1,20.3236984725636
29,30,10,17,4994,8,8,0.15,4,0,0,1,14.6921950827123
30,31,11,4,4909,6,6,0.15,4,0,0,1,6.87210180389216
31,32,11,10,10000,5,5,0.15,4,0,0,1,12.8671634783102
32,33,11,12,4909,6,6,0.15,4,0,0,1,12.95249791121
33,34,11,14,4877,4,4,0.15,4,0,0,1,14.0216817919588
34,35,12,3,23403,4,4,0.15,4,0,0,1,4.04301249986616
35,36,12,11,4909,6,6,0.15,4,0,0,1,13.4892741216861
36,37,12,13,25900,3,3,0.15,4,0,0,1,3.04601680856416
37,38,13,12,25900,3,3,0.15,4,0,0,1,3.03886722897948
38,39,13,24,5091,4,4,0.15,4,0,0,1,20.5479445627038
39,40,14,11,4877,4,4,0.15,4,0,0,1,11.0119369170904
40,41,14,15,5128,5,5,0.15,4,0,0,1,11.6201359138564
41,42,14,23,4925,4,4,0.15,4,0,0,1,7.11496444974179
42,43,15,10,13512,6,6,0.15,4,0,0,1,12.4375485395275
43,44,15,14,5128,5,5,0.15,4,0,0,1,13.1321776029213
44,45,15,19,14565,3,3,0.15,4,0,0,1,4.32419343523511
45,46,15,22,9599,3,3,0.15,4,0,0,1,8.5330177199323
46,47,16,8,5046,5,5,0.15,4,0,0,1,10.7023857449853
47,48,16,10,4855,4,4,0.15,4,0,0,1,21.4411441231277
48,49,16,17,5230,2,2,0.15,4,0,0,1,8.9659381888211
49,50,16,18,19680,3,3,0.15,4,0,0,1,3.2591359835261
50,51,17,10,4994,8,8,0.15,4,0,0,1,14.5500407888423
51,52,17,16,5230,2,2,0.15,4,0,0,1,9.01972720938069
52,53,17,19,4824,2,2,0.15,4,0,0,1,7.28145649917495
53,54,18,7,23403,2,2,0.15,4,0,0,1,2.05746968906304
54,55,18,16,19680,3,3,0.15,4,0,0,1,3.26910379764221
55,56,18,20,23403,4,4,0.15,4,0,0,1,4.27784135021973
56,57,19,15,14565,3,3,0.15,4,0,0,1,4.3138185426587
57,58,19,17,4824,2,2,0.15,4,0,0,1,7.24098503765485
58,59,19,20,5003,4,4,0.15,4,0,0,1,9.39432080761665
59,60,20,18,23403,4,4,0.15,4,0,0,1,4.26072336698595
60,61,20,19,5003,4,4,0.15,4,0,0,1,9.255064815811
61,62,20,21,5060,6,6,0.15,4,0,0,1,7.7927207069898
62,63,20,22,5076,5,5,0.15,4,0,0,1,8.82641558543348
63,64,21,20,5060,6,6,0.15,4,0,0,1,7.89354774064588
64,65,21,22,5230,2,2,0.15,4,0,0,1,4.38994324057621
65,66,21,24,4885,3,3,0.15,4,0,0,1,12.4052375159666
66,67,22,15,9599,3,3,0.15,4,0,0,1,8.68305261839082
67,68,22,20,5076,5,5,0.15,4,0,0,1,7.84669119330777
68,69,22,21,5230,2,2,0.15,4,0,0,1,4.8102670312734
69,70,22,23,5000,4,4,0.15,4,0,0,1,11.9091507748267
70,71,23,14,4925,4,4,0.15,4,0,0,1,9.02893914168822
71,72,23,22,5000,4,4,0.15,4,0,0,1,11.7120226885574
72,73,23,24,5079,2,2,0.15,4,0,0,1,3.34342253961584
73,74,24,13,5091,4,4,0.15,4,0,0,1,16.8943730700838
74,75,24,21,4885,3,3,0.15,4,0,0,1,11.4352712927422
75,76,24,23,5079,2,2,0.15,4,0,0,1,4.11306533548258
