,link_id,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,actual_tt
0,1,1,2,25900,6,6,0.15,4,0,0,1,2.000560755146183
1,2,1,3,23403,4,4,0.15,4,0,0,1,1.337059608071963
2,3,2,1,25900,6,6,0.15,4,0,0,1,2.000419594615013
3,4,2,6,4958,5,5,0.15,4,0,0,1,2.288445139885824
4,5,3,1,23403,4,4,0.15,4,0,0,1,1.3377525006677522
5,6,3,4,17111,4,4,0.15,4,0,0,1,1.4678426770373854
6,7,3,12,23403,4,4,0.15,4,0,0,1,1.35838524397375
7,8,4,3,17111,4,4,0.15,4,0,0,1,1.543789675366054
8,9,4,5,17783,2,2,0.15,4,0,0,1,0.8020969597766525
9,10,4,11,4909,6,6,0.15,4,0,0,1,2.4378139263994223
10,11,5,4,17783,2,2,0.15,4,0,0,1,0.8042040557787413
11,12,5,6,4948,4,4,0.15,4,0,0,1,3.356756252313537
12,13,5,9,10000,5,5,0.15,4,0,0,1,3.689220954437247
13,14,6,2,4958,5,5,0.15,4,0,0,1,2.151113330175227
14,15,6,5,4948,4,4,0.15,4,0,0,1,2.2493934547903267
15,16,6,8,4899,2,2,0.15,4,0,0,1,5.179657814503034
16,17,7,8,7842,3,3,0.15,4,0,0,1,1.9819971468702258
17,18,7,18,23403,2,2,0.15,4,0,0,1,0.6879089309735443
18,19,8,6,4899,2,2,0.15,4,0,0,1,8.972274372513777
19,20,8,7,7842,3,3,0.15,4,0,0,1,2.1174346795386527
20,21,8,9,5050,10,10,0.15,4,0,0,1,6.058674795852637
21,22,8,16,5046,5,5,0.15,4,0,0,1,3.8827812266170803
22,23,9,5,10000,5,5,0.15,4,0,0,1,4.611113842582506
23,24,9,8,5050,10,10,0.15,4,0,0,1,4.9057771169970525
24,25,9,10,13916,3,3,0.15,4,0,0,1,2.0692771742508533
25,26,10,9,13916,3,3,0.15,4,0,0,1,2.2214257189959183
26,27,10,11,10000,5,5,0.15,4,0,0,1,4.345228142376106
27,28,10,15,13512,6,6,0.15,4,0,0,1,4.531208307082232
28,29,10,16,4855,4,4,0.15,4,0,0,1,6.9775018535731705
29,30,10,17,4994,8,8,0.15,4,0,0,1,4.961240228695438
30,31,11,4,4909,6,6,0.15,4,0,0,1,3.4321687577180224
31,32,11,10,10000,5,5,0.15,4,0,0,1,4.123065267674268
32,33,11,12,4909,6,6,0.15,4,0,0,1,3.3010171885403623
33,34,11,14,4877,4,4,0.15,4,0,0,1,4.560740930563566
34,35,12,3,23403,4,4,0.15,4,0,0,1,1.3494263647598093
35,36,12,11,4909,6,6,0.15,4,0,0,1,4.938065338300957
36,37,12,13,25900,3,3,0.15,4,0,0,1,1.01382048925476
37,38,13,12,25900,3,3,0.15,4,0,0,1,1.0147814223382396
38,39,13,24,5091,4,4,0.15,4,0,0,1,6.600417229421983
39,40,14,11,4877,4,4,0.15,4,0,0,1,4.525482816718597
40,41,14,15,5128,5,5,0.15,4,0,0,1,4.093387344648868
41,42,14,23,4925,4,4,0.15,4,0,0,1,2.725108357277921
42,43,15,10,13512,6,6,0.15,4,0,0,1,4.555438648288273
43,44,15,14,5128,5,5,0.15,4,0,0,1,4.097213215817677
44,45,15,19,14565,3,3,0.15,4,0,0,1,1.4676590030107242
45,46,15,22,9599,3,3,0.15,4,0,0,1,2.714773958360569
46,47,16,8,5046,5,5,0.15,4,0,0,1,3.36564596930364
47,48,16,10,4855,4,4,0.15,4,0,0,1,8.2303569395631
48,49,16,17,5230,2,2,0.15,4,0,0,1,3.063719149577009
49,50,16,18,19680,3,3,0.15,4,0,0,1,1.0860136592897613
50,51,17,10,4994,8,8,0.15,4,0,0,1,5.5110513284766665
51,52,17,16,5230,2,2,0.15,4,0,0,1,2.952203303934482
52,53,17,19,4824,2,2,0.15,4,0,0,1,2.302491118920149
53,54,18,7,23403,2,2,0.15,4,0,0,1,0.6857908396032188
54,55,18,16,19680,3,3,0.15,4,0,0,1,1.0891183196137968
55,56,18,20,23403,4,4,0.15,4,0,0,1,1.4252201121918957
56,57,19,15,14565,3,3,0.15,4,0,0,1,1.4276779964064137
57,58,19,17,4824,2,2,0.15,4,0,0,1,2.506568120364181
58,59,19,20,5003,4,4,0.15,4,0,0,1,3.1791858740403605
59,60,20,18,23403,4,4,0.15,4,0,0,1,1.418555443053319
60,61,20,19,5003,4,4,0.15,4,0,0,1,3.0648884346665484
61,62,20,21,5060,6,6,0.15,4,0,0,1,2.546530911124985
62,63,20,22,5076,5,5,0.15,4,0,0,1,3.183780914956932
63,64,21,20,5060,6,6,0.15,4,0,0,1,2.6839038583907375
64,65,21,22,5230,2,2,0.15,4,0,0,1,1.4112192591516248
65,66,21,24,4885,3,3,0.15,4,0,0,1,3.9955121580016617
66,67,22,15,9599,3,3,0.15,4,0,0,1,2.8698092983461656
67,68,22,20,5076,5,5,0.15,4,0,0,1,2.5866591641607424
68,69,22,21,5230,2,2,0.15,4,0,0,1,1.5490461594016758
69,70,22,23,5000,4,4,0.15,4,0,0,1,4.124319135340596
70,71,23,14,4925,4,4,0.15,4,0,0,1,2.704090575991984
71,72,23,22,5000,4,4,0.15,4,0,0,1,3.92684111057255
72,73,23,24,5079,2,2,0.15,4,0,0,1,1.4324315768229614
73,74,24,13,5091,4,4,0.15,4,0,0,1,6.864314199924504
74,75,24,21,4885,3,3,0.15,4,0,0,1,3.9542203169339993
75,76,24,23,5079,2,2,0.15,4,0,0,1,1.3604197693915852
