,link_id,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,actual_tt
0,1,1,2,25900,6,6,0.15,4,0,0,1,2.0005651915184868
1,2,1,3,23403,4,4,0.15,4,0,0,1,1.3375736270491418
2,3,2,1,25900,6,6,0.15,4,0,0,1,2.000581332644222
3,4,2,6,4958,5,5,0.15,4,0,0,1,2.251128615055694
4,5,3,1,23403,4,4,0.15,4,0,0,1,1.3375016890440452
5,6,3,4,17111,4,4,0.15,4,0,0,1,1.4858237275442374
6,7,3,12,23403,4,4,0.15,4,0,0,1,1.3584995328871072
7,8,4,3,17111,4,4,0.15,4,0,0,1,1.5453047064027547
8,9,4,5,17783,2,2,0.15,4,0,0,1,0.7961791147335213
9,10,4,11,4909,6,6,0.15,4,0,0,1,2.789773427717486
10,11,5,4,17783,2,2,0.15,4,0,0,1,0.8130700760549467
11,12,5,6,4948,4,4,0.15,4,0,0,1,3.307150894011363
12,13,5,9,10000,5,5,0.15,4,0,0,1,3.5706296558394426
13,14,6,2,4958,5,5,0.15,4,0,0,1,2.265801018894598
14,15,6,5,4948,4,4,0.15,4,0,0,1,2.927200520572684
15,16,6,8,4899,2,2,0.15,4,0,0,1,5.197233519859477
16,17,7,8,7842,3,3,0.15,4,0,0,1,1.9730358029850357
17,18,7,18,23403,2,2,0.15,4,0,0,1,0.686725233182887
18,19,8,6,4899,2,2,0.15,4,0,0,1,6.629558409986413
19,20,8,7,7842,3,3,0.15,4,0,0,1,2.003739845679034
20,21,8,9,5050,10,10,0.15,4,0,0,1,5.458823449932522
21,22,8,16,5046,5,5,0.15,4,0,0,1,3.624799619760928
22,23,9,5,10000,5,5,0.15,4,0,0,1,4.097861386163474
23,24,9,8,5050,10,10,0.15,4,0,0,1,5.0178884841960825
24,25,9,10,13916,3,3,0.15,4,0,0,1,2.051694015929689
25,26,10,9,13916,3,3,0.15,4,0,0,1,2.195520822351794
26,27,10,11,10000,5,5,0.15,4,0,0,1,4.1130298289572575
27,28,10,15,13512,6,6,0.15,4,0,0,1,4.451132537178992
28,29,10,16,4855,4,4,0.15,4,0,0,1,7.075106642171164
29,30,10,17,4994,8,8,0.15,4,0,0,1,4.961240228695431
30,31,11,4,4909,6,6,0.15,4,0,0,1,3.3387025812627917
31,32,11,10,10000,5,5,0.15,4,0,0,1,4.247006237167342
32,33,11,12,4909,6,6,0.15,4,0,0,1,3.1374595194273973
33,34,11,14,4877,4,4,0.15,4,0,0,1,4.509445499015195
34,35,12,3,23403,4,4,0.15,4,0,0,1,1.3497582077173171
35,36,12,11,4909,6,6,0.15,4,0,0,1,4.438759178553132
36,37,12,13,25900,3,3,0.15,4,0,0,1,1.0144000433132732
37,38,13,12,25900,3,3,0.15,4,0,0,1,1.0149207820844852
38,39,13,24,5091,4,4,0.15,4,0,0,1,6.6853298145710705
39,40,14,11,4877,4,4,0.15,4,0,0,1,4.232203232121608
40,41,14,15,5128,5,5,0.15,4,0,0,1,4.188497378967042
41,42,14,23,4925,4,4,0.15,4,0,0,1,2.6523118667751016
42,43,15,10,13512,6,6,0.15,4,0,0,1,4.440867609802423
43,44,15,14,5128,5,5,0.15,4,0,0,1,3.985292244248537
44,45,15,19,14565,3,3,0.15,4,0,0,1,1.4525700157893808
45,46,15,22,9599,3,3,0.15,4,0,0,1,2.7795010815113166
46,47,16,8,5046,5,5,0.15,4,0,0,1,3.708411455423601
47,48,16,10,4855,4,4,0.15,4,0,0,1,7.698033661996096
48,49,16,17,5230,2,2,0.15,4,0,0,1,2.9443009781774885
49,50,16,18,19680,3,3,0.15,4,0,0,1,1.0866601544698526
50,51,17,10,4994,8,8,0.15,4,0,0,1,5.120658656637155
51,52,17,16,5230,2,2,0.15,4,0,0,1,2.9879608475420545
52,53,17,19,4824,2,2,0.15,4,0,0,1,2.3655058538561384
53,54,18,7,23403,2,2,0.15,4,0,0,1,0.6862299888958852
54,55,18,16,19680,3,3,0.15,4,0,0,1,1.0934681206546584
55,56,18,20,23403,4,4,0.15,4,0,0,1,1.423503397896368
56,57,19,15,14565,3,3,0.15,4,0,0,1,1.4014999504366745
57,58,19,17,4824,2,2,0.15,4,0,0,1,2.497730060597422
58,59,19,20,5003,4,4,0.15,4,0,0,1,3.2806736855102514
59,60,20,18,23403,4,4,0.15,4,0,0,1,1.4259714207147924
60,61,20,19,5003,4,4,0.15,4,0,0,1,2.9660793441743962
61,62,20,21,5060,6,6,0.15,4,0,0,1,2.57901481424335
62,63,20,22,5076,5,5,0.15,4,0,0,1,2.988970727793459
63,64,21,20,5060,6,6,0.15,4,0,0,1,2.713883469262975
64,65,21,22,5230,2,2,0.15,4,0,0,1,1.3974465640855704
65,66,21,24,4885,3,3,0.15,4,0,0,1,3.882703026916561
66,67,22,15,9599,3,3,0.15,4,0,0,1,2.882429146390129
67,68,22,20,5076,5,5,0.15,4,0,0,1,2.584531758351761
68,69,22,21,5230,2,2,0.15,4,0,0,1,1.5119878221437295
69,70,22,23,5000,4,4,0.15,4,0,0,1,3.895704561832863
70,71,23,14,4925,4,4,0.15,4,0,0,1,2.6324701022689503
71,72,23,22,5000,4,4,0.15,4,0,0,1,3.788539121593994
72,73,23,24,5079,2,2,0.15,4,0,0,1,1.4898350278483854
73,74,24,13,5091,4,4,0.15,4,0,0,1,6.738412052333526
74,75,24,21,4885,3,3,0.15,4,0,0,1,3.884668356852627
75,76,24,23,5079,2,2,0.15,4,0,0,1,1.441068826574758
