,link_id,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,actual_tt
0,1,1,2,25900,6,6,0.15,4,0,0,1,2.000547253128823
1,2,1,3,23403,4,4,0.15,4,0,0,1,1.3371166420754452
2,3,2,1,25900,6,6,0.15,4,0,0,1,2.000486173179939
3,4,2,6,4958,5,5,0.15,4,0,0,1,2.266794783773479
4,5,3,1,23403,4,4,0.15,4,0,0,1,1.3373961522966062
5,6,3,4,17111,4,4,0.15,4,0,0,1,1.485431207723499
6,7,3,12,23403,4,4,0.15,4,0,0,1,1.3589730425397546
7,8,4,3,17111,4,4,0.15,4,0,0,1,1.5484476764443338
8,9,4,5,17783,2,2,0.15,4,0,0,1,0.7961384170795937
9,10,4,11,4909,6,6,0.15,4,0,0,1,2.8171157624903627
10,11,5,4,17783,2,2,0.15,4,0,0,1,0.8129173926133749
11,12,5,6,4948,4,4,0.15,4,0,0,1,3.3231052279146773
12,13,5,9,10000,5,5,0.15,4,0,0,1,3.5987625536053107
13,14,6,2,4958,5,5,0.15,4,0,0,1,2.2083603327305594
14,15,6,5,4948,4,4,0.15,4,0,0,1,2.6371031855536002
15,16,6,8,4899,2,2,0.15,4,0,0,1,5.160276827142024
16,17,7,8,7842,3,3,0.15,4,0,0,1,1.982301004576673
17,18,7,18,23403,2,2,0.15,4,0,0,1,0.6858975541644509
18,19,8,6,4899,2,2,0.15,4,0,0,1,7.860884549071967
19,20,8,7,7842,3,3,0.15,4,0,0,1,1.9958487432840075
20,21,8,9,5050,10,10,0.15,4,0,0,1,5.9725782323407115
21,22,8,16,5046,5,5,0.15,4,0,0,1,3.63986231917868
22,23,9,5,10000,5,5,0.15,4,0,0,1,4.374557001600943
23,24,9,8,5050,10,10,0.15,4,0,0,1,5.035014763716945
24,25,9,10,13916,3,3,0.15,4,0,0,1,2.092036503095555
25,26,10,9,13916,3,3,0.15,4,0,0,1,2.2473612081499095
26,27,10,11,10000,5,5,0.15,4,0,0,1,4.2578783750406455
27,28,10,15,13512,6,6,0.15,4,0,0,1,4.489136320880727
28,29,10,16,4855,4,4,0.15,4,0,0,1,7.072664349334272
29,30,10,17,4994,8,8,0.15,4,0,0,1,4.943488097626033
30,31,11,4,4909,6,6,0.15,4,0,0,1,3.440033938240017
31,32,11,10,10000,5,5,0.15,4,0,0,1,4.2456657639924025
32,33,11,12,4909,6,6,0.15,4,0,0,1,3.2869481338503483
33,34,11,14,4877,4,4,0.15,4,0,0,1,4.459166941162934
34,35,12,3,23403,4,4,0.15,4,0,0,1,1.3507499181378684
35,36,12,11,4909,6,6,0.15,4,0,0,1,4.43735285821239
36,37,12,13,25900,3,3,0.15,4,0,0,1,1.0147516840048207
37,38,13,12,25900,3,3,0.15,4,0,0,1,1.0148844344995176
38,39,13,24,5091,4,4,0.15,4,0,0,1,6.640333087039157
39,40,14,11,4877,4,4,0.15,4,0,0,1,4.2280467748821
40,41,14,15,5128,5,5,0.15,4,0,0,1,4.275150057988057
41,42,14,23,4925,4,4,0.15,4,0,0,1,2.639957958825799
42,43,15,10,13512,6,6,0.15,4,0,0,1,4.4864013329335535
43,44,15,14,5128,5,5,0.15,4,0,0,1,4.030219383907247
44,45,15,19,14565,3,3,0.15,4,0,0,1,1.446519324489409
45,46,15,22,9599,3,3,0.15,4,0,0,1,2.7493584107233753
46,47,16,8,5046,5,5,0.15,4,0,0,1,3.4606324115281035
47,48,16,10,4855,4,4,0.15,4,0,0,1,8.135912913217323
48,49,16,17,5230,2,2,0.15,4,0,0,1,2.931059003331658
49,50,16,18,19680,3,3,0.15,4,0,0,1,1.0870704115524563
50,51,17,10,4994,8,8,0.15,4,0,0,1,5.204914502684407
51,52,17,16,5230,2,2,0.15,4,0,0,1,2.961626464971604
52,53,17,19,4824,2,2,0.15,4,0,0,1,2.355971304210681
53,54,18,7,23403,2,2,0.15,4,0,0,1,0.6856848518918457
54,55,18,16,19680,3,3,0.15,4,0,0,1,1.0922606933098256
55,56,18,20,23403,4,4,0.15,4,0,0,1,1.426594956023477
56,57,19,15,14565,3,3,0.15,4,0,0,1,1.3972820383785323
57,58,19,17,4824,2,2,0.15,4,0,0,1,2.5360307217312466
58,59,19,20,5003,4,4,0.15,4,0,0,1,3.1547565046733332
59,60,20,18,23403,4,4,0.15,4,0,0,1,1.4286845852315397
60,61,20,19,5003,4,4,0.15,4,0,0,1,2.9160405569206715
61,62,20,21,5060,6,6,0.15,4,0,0,1,2.5439987863767417
62,63,20,22,5076,5,5,0.15,4,0,0,1,3.0327883383393415
63,64,21,20,5060,6,6,0.15,4,0,0,1,2.7272208966003393
64,65,21,22,5230,2,2,0.15,4,0,0,1,1.3799070672062606
65,66,21,24,4885,3,3,0.15,4,0,0,1,3.860943497365738
66,67,22,15,9599,3,3,0.15,4,0,0,1,2.8377756847855125
67,68,22,20,5076,5,5,0.15,4,0,0,1,2.584531758351761
68,69,22,21,5230,2,2,0.15,4,0,0,1,1.51668933150263
69,70,22,23,5000,4,4,0.15,4,0,0,1,3.957708385257085
70,71,23,14,4925,4,4,0.15,4,0,0,1,2.6666932147084155
71,72,23,22,5000,4,4,0.15,4,0,0,1,3.8159105017897326
72,73,23,24,5079,2,2,0.15,4,0,0,1,1.4244224919594026
73,74,24,13,5091,4,4,0.15,4,0,0,1,6.5174436021112605
74,75,24,21,4885,3,3,0.15,4,0,0,1,3.92736233229074
75,76,24,23,5079,2,2,0.15,4,0,0,1,1.3921257721404487
