,0
1,5385.335535574124
2,8646.348809523824
3,5008.721991311663
4,6226.305712562111
5,9022.962353786297
6,15495.514679776114
7,13922.725067089717
8,17330.39242099142
9,19183.771068496335
10,5395.542420803445
11,19257.95743381803
12,8824.576213748252
13,16865.143650549886
14,5849.692168299652
15,7238.57679803993
16,12697.656079291794
17,12543.871016590738
18,15888.091588128407
19,10735.043119320999
20,12955.66052036483
21,7716.211230602871
22,8706.834627096277
23,18525.32943158014
24,6725.005734836008
25,22738.62394683441
26,23507.604232097816
27,18092.159274766265
28,23028.79929015889
29,11190.042303751274
30,7728.746031746039
31,7256.23379669713
32,17704.746310342696
33,7084.080326252937
34,9774.818698307054
35,12464.460870136769
36,8684.165286555444
37,14269.468717883394
38,14511.289481233016
39,11532.890195242107
40,9748.012149474764
41,9051.445942252207
42,7999.097595563075
43,23083.71414208093
44,9055.011372318138
45,19353.96712730512
46,17650.414012611072
47,8147.2166666667
48,11765.141733261915
49,11572.337060547117
50,17125.534515550946
51,8155.124999999985
52,11435.330889008126
53,9701.5577463532
54,15476.302084354234
55,17278.022156170962
56,19267.585309201786
57,18926.351472278413
58,9990.93054306818
59,8720.115852998944
60,18908.283446047742
61,8581.8729946872
62,5878.599666757721
63,7966.93333333331
64,6217.545421482156
65,8639.23989927084
66,10326.651597157259
67,18036.509949625655
68,7030.442857142842
69,9013.95821251597
70,9663.888538190322
71,7968.725616664733
72,9488.212312259639
73,8448.937125816941
74,11674.710958591866
75,10290.879038636487
76,8242.888920987945
