,0
1,5441.4537301029195
2,8535.237698412746
3,4856.6278860939365
4,6290.450811022041
5,9120.063542421549
6,15503.120939520122
7,13898.961575026251
8,17285.549811207344
9,19004.92014586903
10,5659.499603174581
11,19351.950397316745
12,8858.154393637094
13,16812.714252625276
14,5705.6249670130255
15,7327.229365079356
16,12644.990764160182
17,12509.82224305933
18,15700.56186375925
19,10529.2398915936
20,12956.264563924555
21,7668.893462576653
22,8712.4179418209
23,18690.669532630927
24,6783.858408251916
25,22789.54696691575
26,23882.46719259647
27,18252.484980478475
28,22983.198096813267
29,11204.321374700157
30,7728.746031746018
31,7194.898223414307
32,17877.875619284074
33,7190.500314513367
34,9804.70084403357
35,12701.35854734765
36,8557.623557239822
37,14274.076654391338
38,14543.596869439256
39,11531.142813628043
40,9698.366860352928
41,9086.399123705289
42,7978.699381509673
43,23280.692917790137
44,8978.088203509333
45,19315.923879967337
46,17593.79453466183
47,7928.144444444481
48,11782.31050567723
49,11568.52236756866
50,17102.719021116827
51,8220.791666666608
52,11383.190648101321
53,9725.373240787383
54,15254.119542894012
55,17081.766374185154
56,19285.252354450255
57,18953.308482391236
58,10032.087156240612
59,8629.158607602523
60,18717.85738665317
61,8573.257125479904
62,5876.920987787457
63,8104.308333333337
64,6250.301207841114
65,8561.127942579766
66,10254.585480849892
67,18045.593833018465
68,7007.631663359773
69,8954.681886289984
70,9693.015244271231
71,7980.676318024923
72,9441.691816364571
73,8372.340287156661
74,11700.663028676045
75,10234.411757193293
76,8122.993795765214
