,link_id,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,actual_tt
0,1,1,2,25900,6,6,0.15,4,0,0,1,2.0005321189237204
1,2,1,3,23403,4,4,0.15,4,0,0,1,1.337356443301347
2,3,2,1,25900,6,6,0.15,4,0,0,1,2.0004809747439816
3,4,2,6,4958,5,5,0.15,4,0,0,1,2.27870011962652
4,5,3,1,23403,4,4,0.15,4,0,0,1,1.3376040651127241
5,6,3,4,17111,4,4,0.15,4,0,0,1,1.4765312734391502
6,7,3,12,23403,4,4,0.15,4,0,0,1,1.3617913096927197
7,8,4,3,17111,4,4,0.15,4,0,0,1,1.5353603052838982
8,9,4,5,17783,2,2,0.15,4,0,0,1,0.7910203787944335
9,10,4,11,4909,6,6,0.15,4,0,0,1,2.69631171726924
10,11,5,4,17783,2,2,0.15,4,0,0,1,0.8038067745463109
11,12,5,6,4948,4,4,0.15,4,0,0,1,3.3493018204443468
12,13,5,9,10000,5,5,0.15,4,0,0,1,3.53513808524358
13,14,6,2,4958,5,5,0.15,4,0,0,1,2.228012633566048
14,15,6,5,4948,4,4,0.15,4,0,0,1,2.349503428771079
15,16,6,8,4899,2,2,0.15,4,0,0,1,5.118945565002743
16,17,7,8,7842,3,3,0.15,4,0,0,1,2.012701302563409
17,18,7,18,23403,2,2,0.15,4,0,0,1,0.6874206345927034
18,19,8,6,4899,2,2,0.15,4,0,0,1,8.335000230755428
19,20,8,7,7842,3,3,0.15,4,0,0,1,2.1416123441267993
20,21,8,9,5050,10,10,0.15,4,0,0,1,6.036327290365141
21,22,8,16,5046,5,5,0.15,4,0,0,1,3.87828308876992
22,23,9,5,10000,5,5,0.15,4,0,0,1,4.5242763921825695
23,24,9,8,5050,10,10,0.15,4,0,0,1,5.013192753364621
24,25,9,10,13916,3,3,0.15,4,0,0,1,2.0052465035821045
25,26,10,9,13916,3,3,0.15,4,0,0,1,2.2156668462989293
26,27,10,11,10000,5,5,0.15,4,0,0,1,4.284126123359967
27,28,10,15,13512,6,6,0.15,4,0,0,1,4.532915993065453
28,29,10,16,4855,4,4,0.15,4,0,0,1,6.987038739540548
29,30,10,17,4994,8,8,0.15,4,0,0,1,4.961240228695424
30,31,11,4,4909,6,6,0.15,4,0,0,1,3.318907611942483
31,32,11,10,10000,5,5,0.15,4,0,0,1,4.311935154119631
32,33,11,12,4909,6,6,0.15,4,0,0,1,3.342105310537365
33,34,11,14,4877,4,4,0.15,4,0,0,1,4.54603601562409
34,35,12,3,23403,4,4,0.15,4,0,0,1,1.3529196920689133
35,36,12,11,4909,6,6,0.15,4,0,0,1,4.668057270314806
36,37,12,13,25900,3,3,0.15,4,0,0,1,1.0143668524922738
37,38,13,12,25900,3,3,0.15,4,0,0,1,1.0150005728407738
38,39,13,24,5091,4,4,0.15,4,0,0,1,6.479890957116537
39,40,14,11,4877,4,4,0.15,4,0,0,1,4.364064141413791
40,41,14,15,5128,5,5,0.15,4,0,0,1,4.298723286943359
41,42,14,23,4925,4,4,0.15,4,0,0,1,2.5770648418753686
42,43,15,10,13512,6,6,0.15,4,0,0,1,4.501085044019544
43,44,15,14,5128,5,5,0.15,4,0,0,1,4.1624228395701
44,45,15,19,14565,3,3,0.15,4,0,0,1,1.4512385395294793
45,46,15,22,9599,3,3,0.15,4,0,0,1,2.782732546961759
46,47,16,8,5046,5,5,0.15,4,0,0,1,3.613909471486793
47,48,16,10,4855,4,4,0.15,4,0,0,1,8.272466860055411
48,49,16,17,5230,2,2,0.15,4,0,0,1,2.9846122182484107
49,50,16,18,19680,3,3,0.15,4,0,0,1,1.0861643235649678
50,51,17,10,4994,8,8,0.15,4,0,0,1,5.511051328476668
51,52,17,16,5230,2,2,0.15,4,0,0,1,2.922678764313853
52,53,17,19,4824,2,2,0.15,4,0,0,1,2.3384739796028127
53,54,18,7,23403,2,2,0.15,4,0,0,1,0.6854730505710762
54,55,18,16,19680,3,3,0.15,4,0,0,1,1.0943487922851542
55,56,18,20,23403,4,4,0.15,4,0,0,1,1.4263213412837015
56,57,19,15,14565,3,3,0.15,4,0,0,1,1.3988027843814135
57,58,19,17,4824,2,2,0.15,4,0,0,1,2.5908394262660934
58,59,19,20,5003,4,4,0.15,4,0,0,1,3.0967708207092444
59,60,20,18,23403,4,4,0.15,4,0,0,1,1.4245770668398698
60,61,20,19,5003,4,4,0.15,4,0,0,1,2.9126817750568064
61,62,20,21,5060,6,6,0.15,4,0,0,1,2.60284470554242
62,63,20,22,5076,5,5,0.15,4,0,0,1,3.0327883383393415
63,64,21,20,5060,6,6,0.15,4,0,0,1,2.7350046996044597
64,65,21,22,5230,2,2,0.15,4,0,0,1,1.3819526109761437
65,66,21,24,4885,3,3,0.15,4,0,0,1,3.9592073526564158
66,67,22,15,9599,3,3,0.15,4,0,0,1,2.901052878055614
67,68,22,20,5076,5,5,0.15,4,0,0,1,2.5859739068920233
68,69,22,21,5230,2,2,0.15,4,0,0,1,1.4987872306153225
69,70,22,23,5000,4,4,0.15,4,0,0,1,3.9615067301494444
70,71,23,14,4925,4,4,0.15,4,0,0,1,2.5647562904317045
71,72,23,22,5000,4,4,0.15,4,0,0,1,3.838532085324258
72,73,23,24,5079,2,2,0.15,4,0,0,1,1.4360466077833531
73,74,24,13,5091,4,4,0.15,4,0,0,1,6.581764577064449
74,75,24,21,4885,3,3,0.15,4,0,0,1,3.9321166873932203
75,76,24,23,5079,2,2,0.15,4,0,0,1,1.3888979043256295
