,link_id,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,actual_tt
0,1,1,2,25900,6,6,0.15,4,0,0,1,2.0005529516451945
1,2,1,3,23403,4,4,0.15,4,0,0,1,1.3373514802751347
2,3,2,1,25900,6,6,0.15,4,0,0,1,2.0005319255324543
3,4,2,6,4958,5,5,0.15,4,0,0,1,2.2701485789120297
4,5,3,1,23403,4,4,0.15,4,0,0,1,1.3374467339045462
5,6,3,4,17111,4,4,0.15,4,0,0,1,1.485231016771461
6,7,3,12,23403,4,4,0.15,4,0,0,1,1.3593672769244327
7,8,4,3,17111,4,4,0.15,4,0,0,1,1.5499215825674364
8,9,4,5,17783,2,2,0.15,4,0,0,1,0.7957466806996896
9,10,4,11,4909,6,6,0.15,4,0,0,1,2.7899227737261176
10,11,5,4,17783,2,2,0.15,4,0,0,1,0.8136537846189397
11,12,5,6,4948,4,4,0.15,4,0,0,1,3.327115251892801
12,13,5,9,10000,5,5,0.15,4,0,0,1,3.5879031416466027
13,14,6,2,4958,5,5,0.15,4,0,0,1,2.2501836378120874
14,15,6,5,4948,4,4,0.15,4,0,0,1,2.7712384191719615
15,16,6,8,4899,2,2,0.15,4,0,0,1,5.186271817496909
16,17,7,8,7842,3,3,0.15,4,0,0,1,1.9370504295221425
17,18,7,18,23403,2,2,0.15,4,0,0,1,0.6872663902395538
18,19,8,6,4899,2,2,0.15,4,0,0,1,7.219678340902455
19,20,8,7,7842,3,3,0.15,4,0,0,1,2.0036337412847476
20,21,8,9,5050,10,10,0.15,4,0,0,1,5.716724603265164
21,22,8,16,5046,5,5,0.15,4,0,0,1,3.6351314871678446
22,23,9,5,10000,5,5,0.15,4,0,0,1,4.270954562067795
23,24,9,8,5050,10,10,0.15,4,0,0,1,5.0361575105979215
24,25,9,10,13916,3,3,0.15,4,0,0,1,2.039281258152891
25,26,10,9,13916,3,3,0.15,4,0,0,1,2.1974570236193456
26,27,10,11,10000,5,5,0.15,4,0,0,1,4.21036936271963
27,28,10,15,13512,6,6,0.15,4,0,0,1,4.448596606974551
28,29,10,16,4855,4,4,0.15,4,0,0,1,7.052428344651975
29,30,10,17,4994,8,8,0.15,4,0,0,1,4.961240228695431
30,31,11,4,4909,6,6,0.15,4,0,0,1,3.395347247968731
31,32,11,10,10000,5,5,0.15,4,0,0,1,4.301406063874254
32,33,11,12,4909,6,6,0.15,4,0,0,1,3.147140892127249
33,34,11,14,4877,4,4,0.15,4,0,0,1,4.532167866304281
34,35,12,3,23403,4,4,0.15,4,0,0,1,1.3502845012873477
35,36,12,11,4909,6,6,0.15,4,0,0,1,4.4257067181707885
36,37,12,13,25900,3,3,0.15,4,0,0,1,1.0142517335075303
37,38,13,12,25900,3,3,0.15,4,0,0,1,1.0145856905359187
38,39,13,24,5091,4,4,0.15,4,0,0,1,6.664796732480854
39,40,14,11,4877,4,4,0.15,4,0,0,1,4.278022992572695
40,41,14,15,5128,5,5,0.15,4,0,0,1,4.217765420600824
41,42,14,23,4925,4,4,0.15,4,0,0,1,2.6011812508449292
42,43,15,10,13512,6,6,0.15,4,0,0,1,4.467033744491269
43,44,15,14,5128,5,5,0.15,4,0,0,1,4.039341312158964
44,45,15,19,14565,3,3,0.15,4,0,0,1,1.4516091159400992
45,46,15,22,9599,3,3,0.15,4,0,0,1,2.769676055761942
46,47,16,8,5046,5,5,0.15,4,0,0,1,3.705540734449533
47,48,16,10,4855,4,4,0.15,4,0,0,1,7.872614868771285
48,49,16,17,5230,2,2,0.15,4,0,0,1,2.9464092475391537
49,50,16,18,19680,3,3,0.15,4,0,0,1,1.0870407898218213
50,51,17,10,4994,8,8,0.15,4,0,0,1,5.120658656637138
51,52,17,16,5230,2,2,0.15,4,0,0,1,3.000774286873625
52,53,17,19,4824,2,2,0.15,4,0,0,1,2.3545630673704645
53,54,18,7,23403,2,2,0.15,4,0,0,1,0.6861675477304874
54,55,18,16,19680,3,3,0.15,4,0,0,1,1.0952103595995868
55,56,18,20,23403,4,4,0.15,4,0,0,1,1.4246169314964048
56,57,19,15,14565,3,3,0.15,4,0,0,1,1.40229250233693
57,58,19,17,4824,2,2,0.15,4,0,0,1,2.495790908904964
58,59,19,20,5003,4,4,0.15,4,0,0,1,3.258735542571882
59,60,20,18,23403,4,4,0.15,4,0,0,1,1.4260486575001887
60,61,20,19,5003,4,4,0.15,4,0,0,1,2.971921226765493
61,62,20,21,5060,6,6,0.15,4,0,0,1,2.5456132011679484
62,63,20,22,5076,5,5,0.15,4,0,0,1,3.0751714182393814
63,64,21,20,5060,6,6,0.15,4,0,0,1,2.719444012056699
64,65,21,22,5230,2,2,0.15,4,0,0,1,1.3952020282358102
65,66,21,24,4885,3,3,0.15,4,0,0,1,3.862104974846261
66,67,22,15,9599,3,3,0.15,4,0,0,1,2.9025563993106496
67,68,22,20,5076,5,5,0.15,4,0,0,1,2.584531758351761
68,69,22,21,5230,2,2,0.15,4,0,0,1,1.5315226249674936
69,70,22,23,5000,4,4,0.15,4,0,0,1,3.886811213971253
70,71,23,14,4925,4,4,0.15,4,0,0,1,2.5785331996900536
71,72,23,22,5000,4,4,0.15,4,0,0,1,3.7882390662139147
72,73,23,24,5079,2,2,0.15,4,0,0,1,1.4780922793285025
73,74,24,13,5091,4,4,0.15,4,0,0,1,6.63445732691873
74,75,24,21,4885,3,3,0.15,4,0,0,1,3.911981808193736
75,76,24,23,5079,2,2,0.15,4,0,0,1,1.4308106461904928
