,0
1,5352.62124753883
2,8679.245634920737
3,5196.575000000019
4,6171.383200400806
5,8835.2918824594
6,15978.966216869556
7,14003.684174025411
8,17425.499443575885
9,18969.189861163595
10,6306.4305223727115
11,19555.97782365637
12,8787.655338748109
13,16673.32312696386
14,6015.336952861982
15,7906.28427579363
16,12684.001586286891
17,12544.841261181895
18,15497.846834056176
19,11646.584275793568
20,12587.873448610166
21,7654.534763165927
22,8457.748786120788
23,18141.48215241105
24,6859.12064844407
25,22858.66664414881
26,23631.411554873954
27,17942.82090083387
28,22932.50481562073
29,11236.913912291804
30,7713.753968253968
31,7266.175786586063
32,17921.641904712524
33,7064.850555365332
34,9696.984931303541
35,12713.19719485826
36,8287.858356736167
37,14503.985253075716
38,14536.506075279476
39,11554.67847113206
40,9512.543398024816
41,9216.372794973808
42,7873.83746478367
43,22926.202832133764
44,8991.959407337832
45,19131.443475378837
46,17738.744412357773
47,8258.77777777772
48,11724.656908972216
49,11408.79057190555
50,17177.8944008814
51,7926.2368619067
52,11447.099543077311
53,9779.897265784904
54,15454.814646627894
55,17428.35741804702
56,19339.25659104286
57,18580.71435243933
58,10030.689130609493
59,8691.119437816602
60,19446.68742078017
61,8391.182179701646
62,5871.778790102924
63,7760.844047619042
64,6313.741409344341
65,8546.940343915245
66,10208.667842137798
67,17958.758164174178
68,7026.374999999981
69,8930.161546070647
70,9516.318754818865
71,7913.809319140892
72,9385.08466117191
73,8426.758227896078
74,11487.199293335972
75,10267.409259223667
76,8335.495988606352
